Id	LST	M3	M3_abs
TCGA-C8-A275	11	0.012510546	1.2510546
TCGA-C8-A278	25	0.027403018	2.7403018
TCGA-C8-A27A	18	0	0
TCGA-C8-A27B	31	0.431830295	43.1830295
TCGA-C8-A3M7	9	0	0
TCGA-C8-A3M8	8	0	0
TCGA-C8-A8HQ	14	NA	NA
TCGA-C8-A8HR	23	NA	NA
TCGA-D8-A13Y	25	0.065517708	6.5517708
TCGA-D8-A13Z	20	0.101381659	10.1381659
TCGA-D8-A140	8	0	0
TCGA-D8-A141	22	0.038702652	3.8702652
TCGA-D8-A142	16	0.100507637	10.0507637
TCGA-D8-A143	20	0.128720604	12.8720604
TCGA-D8-A145	26	0.370806575	37.0806575
TCGA-D8-A146	18	0	0
TCGA-D8-A147	35	0.416299872	41.6299872
TCGA-D8-A1J8	5	0	0
TCGA-D8-A1J9	16	0	0
TCGA-D8-A1JA	16	0	0
TCGA-D8-A1JB	31	0	0
TCGA-D8-A1JC	12	0	0
TCGA-D8-A1JD	34	0.348135165	34.8135165
TCGA-D8-A1JE	40	0	0
TCGA-D8-A1JF	9	0.042395425	4.2395425
TCGA-D8-A1JG	16	0.001312221	0.1312221
TCGA-D8-A1JI	4	0	0
TCGA-D8-A1JJ	13	0	0
TCGA-D8-A1JK	35	0.249878829	24.9878829
TCGA-D8-A1JL	42	0.349426831	34.9426831
TCGA-D8-A1JM	12	0.045674764	4.5674764
TCGA-D8-A1JN	2	0	0
TCGA-D8-A1JP	34	0.391530717	39.1530717
TCGA-D8-A1JS	2	0	0
TCGA-D8-A1JT	6	0.047664925	4.7664925
TCGA-D8-A1JU	5	0	0
TCGA-D8-A1X5	15	0	0
TCGA-D8-A1X6	5	0.23940421	23.940421
TCGA-D8-A1X8	5	0	0
TCGA-D8-A1X9	26	0	0
TCGA-D8-A1XA	2	0	0
TCGA-D8-A1XB	7	0	0
TCGA-D8-A1XD	3	NA	NA
TCGA-D8-A1XF	5	0	0
TCGA-D8-A1XG	4	0	0
TCGA-D8-A1XJ	17	0	0
TCGA-D8-A1XK	28	0	0
TCGA-D8-A1XL	27	0.581409003	58.1409003
TCGA-D8-A1XM	7	0	0
TCGA-D8-A1XO	6	0	0
TCGA-D8-A1XQ	36	0.095395896	9.5395896
TCGA-D8-A1XR	14	0	0
TCGA-D8-A1XS	3	0.014153968	1.4153968
TCGA-D8-A1XT	14	0.21072535	21.072535
TCGA-D8-A1XU	8	0	0
TCGA-D8-A1XV	1	0	0
TCGA-D8-A1XW	29	0.318722207	31.8722207
TCGA-D8-A1XY	13	0	0
TCGA-D8-A1XZ	13	0	0
TCGA-D8-A1Y0	22	0.2783791	27.83791
TCGA-D8-A1Y1	5	0	0
TCGA-D8-A1Y2	16	0	0
TCGA-D8-A1Y3	18	0.241298471	24.1298471
TCGA-D8-A27F	38	0.51293986	51.293986
TCGA-D8-A27G	5	0.074094072	7.4094072
TCGA-D8-A27H	37	0.515852366	51.5852366
TCGA-D8-A27I	8	0	0
TCGA-D8-A27K	2	0	0
TCGA-D8-A27L	3	0	0
TCGA-D8-A27M	29	0.320010631	32.0010631
TCGA-D8-A27N	5	0	0
TCGA-D8-A27P	2	0	0
TCGA-D8-A27R	21	0.126533742	12.6533742
TCGA-D8-A27T	7	0	0
TCGA-D8-A27V	7	0	0
TCGA-D8-A27W	10	0	0
TCGA-D8-A3Z5	1	0.269120915	26.9120915
TCGA-D8-A3Z6	2	0	0
TCGA-D8-A73U	4	NA	NA
TCGA-D8-A73W	3	NA	NA
TCGA-D8-A73X	3	NA	NA
TCGA-E2-A105	6	0.180962776	18.0962776
TCGA-E2-A107	8	0	0
TCGA-E2-A109	14	0.0506744	5.06744
TCGA-E2-A10A	10	0.166680653	16.6680653
TCGA-E2-A10B	3	0	0
TCGA-E2-A10C	10	0	0
TCGA-E2-A10E	6	0	0
TCGA-E2-A10F	6	0	0
TCGA-E2-A14N	37	0.248814958	24.8814958
TCGA-E2-A14O	5	0	0
TCGA-E2-A14P	27	0	0
TCGA-E2-A14Q	15	0	0
TCGA-E2-A14R	36	0.363917648	36.3917648
TCGA-E2-A14S	5	0	0
TCGA-E2-A14T	10	0	0
TCGA-E2-A14U	0	0	0
TCGA-E2-A14V	13	0	0
TCGA-E2-A14W	33	0.559122246	55.9122246
TCGA-E2-A14X	12	0.083173066	8.3173066
TCGA-E2-A14Y	15	0.211944498	21.1944498
TCGA-E2-A14Z	10	0.053755357	5.3755357
TCGA-E2-A150	17	0.223189344	22.3189344
TCGA-E2-A152	23	0	0
TCGA-E2-A153	1	0	0
TCGA-E2-A155	3	0.015250599	1.5250599
TCGA-E2-A156	6	0	0
TCGA-E2-A158	40	0.492582895	49.2582895
TCGA-E2-A15A	22	0	0
TCGA-E2-A15C	6	0	0
TCGA-E2-A15D	3	0	0
TCGA-E2-A15E	13	0	0
TCGA-E2-A15F	29	0	0
TCGA-E2-A15G	9	0.010868785	1.0868785
TCGA-E2-A15H	13	0	0
TCGA-E2-A15I	2	0.836337336	83.6337336
TCGA-E2-A15J	1	0	0
TCGA-E2-A15K	6	0.043430877	4.3430877
TCGA-E2-A15L	8	0	0
TCGA-E2-A15M	24	0.195868864	19.5868864
TCGA-E2-A15O	8	0.155110319	15.5110319
TCGA-E2-A15P	9	0	0
TCGA-E2-A15R	7	0	0
TCGA-E2-A15S	30	0.25458312	25.458312
TCGA-E2-A15T	7	0	0
TCGA-E2-A1AZ	17	0	0
TCGA-E2-A1B0	33	0	0
TCGA-E2-A1B4	1	0	0
TCGA-E2-A1BC	4	0.027762217	2.7762217
TCGA-E2-A1BD	12	0	0
TCGA-E2-A1IE	11	0	0
TCGA-E2-A1IF	4	0	0
TCGA-E2-A1IG	6	0.134706201	13.4706201
TCGA-E2-A1IH	7	0	0
TCGA-E2-A1II	11	0.245658183	24.5658183
TCGA-E2-A1IJ	3	0	0
TCGA-E2-A1IL	6	0	0
TCGA-E2-A1IN	5	0.118732481	11.8732481
TCGA-E2-A1IO	21	0	0
TCGA-E2-A1IU	0	0	0
TCGA-E2-A1L6	5	0	0
TCGA-E2-A1L7	33	0.317433732	31.7433732
TCGA-E2-A1L8	6	0.104903184	10.4903184
TCGA-E2-A1L9	2	0.038295819	3.8295819
TCGA-E2-A1LA	35	0.530251208	53.0251208
TCGA-E2-A1LB	7	0	0
TCGA-E2-A1LE	16	0.070266077	7.0266077
TCGA-E2-A1LG	6	0	0
TCGA-E2-A1LH	38	0.557654994	55.7654994
TCGA-E2-A1LI	22	0	0
TCGA-E2-A1LK	16	0	0
TCGA-E2-A1LL	30	0.49883017	49.883017
TCGA-E2-A2P5	12	0.020950749	2.0950749
TCGA-E2-A2P6	6	0.017988893	1.7988893
TCGA-E2-A3DX	3	0	0
TCGA-E2-A56Z	15	0	0
TCGA-E2-A570	3	0.161063851	16.1063851
TCGA-E2-A572	17	NA	NA
TCGA-E2-A573	15	0.299361773	29.9361773
TCGA-E2-A574	24	0.067124095	6.7124095
TCGA-E2-A576	10	NA	NA
TCGA-E9-A1N3	4	0	0
TCGA-E9-A1N4	6	0.24350709	24.350709
TCGA-E9-A1N5	7	0	0
TCGA-E9-A1N6	8	NA	NA
TCGA-E9-A1N8	13	0.065562604	6.5562604
TCGA-E9-A1N9	18	0.022707416	2.2707416
TCGA-E9-A1NA	22	0.01734957	1.734957
TCGA-E9-A1NC	33	0	0
TCGA-E9-A1ND	25	0.121864181	12.1864181
TCGA-E9-A1NE	29	0.582340717	58.2340717
TCGA-E9-A1NF	21	0	0
TCGA-E9-A1NG	9	0	0
TCGA-E9-A1NH	15	0	0
TCGA-E9-A1NI	21	0	0
TCGA-E9-A1R0	2	0	0
TCGA-E9-A1R2	25	0.118333917	11.8333917
TCGA-E9-A1R3	8	0	0
TCGA-E9-A1R4	33	0	0
TCGA-E9-A1R5	1	0	0
TCGA-E9-A1R6	7	0	0
TCGA-E9-A1R7	10	0	0
TCGA-E9-A1RA	22	0	0
TCGA-E9-A1RB	8	0.035351269	3.5351269
TCGA-E9-A1RC	8	0.253913265	25.3913265
TCGA-E9-A1RD	2	0.153415497	15.3415497
TCGA-E9-A1RE	18	0	0
TCGA-E9-A1RF	29	0.521081416	52.1081416
TCGA-E9-A1RG	21	0.05263544	5.263544
TCGA-E9-A1RH	21	0.090822078	9.0822078
TCGA-E9-A1RI	4	0	0
TCGA-E9-A226	11	0	0
TCGA-E9-A227	0	0.170798858	17.0798858
TCGA-E9-A228	9	0	0
TCGA-E9-A229	11	0	0
TCGA-E9-A22A	6	0.051172044	5.1172044
TCGA-E9-A22B	9	0	0
TCGA-E9-A22D	24	0	0
TCGA-E9-A22E	43	0.381684584	38.1684584
TCGA-E9-A22G	40	0.27729053	27.729053
TCGA-E9-A22H	2	0.114148469	11.4148469
TCGA-E9-A243	34	0.346476782	34.6476782
TCGA-E9-A244	33	0.415511812	41.5511812
TCGA-E9-A247	22	0.01531948	1.531948
TCGA-E9-A248	26	0	0
TCGA-E9-A249	16	0	0
TCGA-E9-A24A	2	0	0
TCGA-E9-A295	17	0	0
TCGA-E9-A2JS	28	0	0
TCGA-E9-A2JT	0	0	0
TCGA-E9-A3HO	37	0.25260963	25.260963
TCGA-E9-A3Q9	2	0	0
TCGA-E9-A3QA	27	0	0
TCGA-E9-A3X8	3	0.017295431	1.7295431
TCGA-E9-A54X	4	0	0
TCGA-E9-A54Y	15	0	0
TCGA-E9-A5FL	26	0.192450831	19.2450831
TCGA-E9-A5UO	7	0.027419774	2.7419774
TCGA-E9-A5UP	10	0	0
TCGA-E9-A6HE	4	NA	NA
TCGA-EW-A1IW	10	0.066642897	6.6642897
TCGA-EW-A1IX	10	0	0
TCGA-EW-A1IY	17	0	0
TCGA-EW-A1IZ	5	0	0
TCGA-EW-A1J1	8	0	0
TCGA-EW-A1J2	11	0	0
TCGA-EW-A1J3	8	0.155959276	15.5959276
TCGA-EW-A1J5	36	0.032926803	3.2926803
TCGA-EW-A1J6	13	0.120767983	12.0767983
TCGA-EW-A1OV	23	0	0
TCGA-EW-A1OW	21	NA	NA
TCGA-EW-A1OX	3	0	0
TCGA-EW-A1OY	19	0	0
TCGA-EW-A1OZ	17	0.035160388	3.5160388
TCGA-EW-A1P0	9	0.438878191	43.8878191
TCGA-EW-A1P1	0	0	0
TCGA-EW-A1P3	5	0	0
TCGA-EW-A1P4	31	0.252463983	25.2463983
TCGA-EW-A1P5	37	0	0
TCGA-EW-A1P6	18	0	0
TCGA-EW-A1P8	8	0.237883067	23.7883067
TCGA-EW-A1PA	10	0.197861204	19.7861204
TCGA-EW-A1PB	24	0.339954446	33.9954446
TCGA-EW-A1PC	21	0.126197832	12.6197832
TCGA-EW-A1PD	32	0.494121239	49.4121239
TCGA-EW-A1PE	4	0.095791897	9.5791897
TCGA-EW-A1PF	12	NA	NA
TCGA-EW-A1PG	1	0	0
TCGA-EW-A1PH	21	0	0
TCGA-EW-A2FR	10	0.106908562	10.6908562
TCGA-EW-A2FS	13	0.069571766	6.9571766
TCGA-EW-A2FV	7	0	0
TCGA-EW-A2FW	14	0	0
TCGA-EW-A3E8	10	0	0
TCGA-EW-A3U0	34	0.191495282	19.1495282
TCGA-EW-A423	13	0.135165345	13.5165345
TCGA-EW-A6S9	18	NA	NA
TCGA-EW-A6SA	18	NA	NA
TCGA-EW-A6SC	6	NA	NA
TCGA-EW-A6SD	11	NA	NA
TCGA-GI-A2C8	17	0.324145122	32.4145122
TCGA-GI-A2C9	46	0.495622389	49.5622389
TCGA-GM-A2D9	8	0	0
TCGA-GM-A2DA	3	0	0
TCGA-GM-A2DB	36	0.326390992	32.6390992
TCGA-GM-A2DC	4	0	0
TCGA-GM-A2DD	19	0.159684727	15.9684727
TCGA-GM-A2DF	27	0.002562738	0.2562738
TCGA-GM-A2DH	36	0.226791822	22.6791822
TCGA-GM-A2DK	4	0	0
TCGA-GM-A2DL	7	0	0
TCGA-GM-A2DM	2	0.05046928	5.046928
TCGA-GM-A2DN	7	0	0
TCGA-GM-A3NW	9	0	0
TCGA-GM-A3NY	6	0.106142873	10.6142873
TCGA-GM-A3XG	0	0	0
TCGA-GM-A3XL	44	0.439134013	43.9134013
TCGA-GM-A3XN	11	0	0
TCGA-GM-A4E0	8	0	0
TCGA-GM-A5PV	2	0	0
TCGA-GM-A5PX	3	0	0
TCGA-HN-A2NL	26	0.409934522	40.9934522
TCGA-HN-A2OB	8	0	0
TCGA-JL-A3YW	16	0.094106528	9.4106528
TCGA-JL-A3YX	11	0	0
TCGA-LD-A66U	10	NA	NA
TCGA-LD-A74U	6	NA	NA
TCGA-LD-A7W5	15	NA	NA
TCGA-LD-A7W6	4	NA	NA
TCGA-LL-A440	0	0	0
TCGA-LL-A442	8	NA	NA
TCGA-LL-A50Y	4	0	0
TCGA-LL-A5YL	14	0	0
TCGA-LL-A5YM	10	0.043438804	4.3438804
TCGA-LL-A5YN	20	0.141399145	14.1399145
TCGA-LL-A5YP	35	0.178146747	17.8146747
TCGA-LL-A6FP	9	NA	NA
TCGA-LL-A6FQ	4	NA	NA
TCGA-LL-A6FR	17	NA	NA
TCGA-LL-A73Y	15	NA	NA
TCGA-LL-A740	4	NA	NA
TCGA-LL-A7SZ	19	NA	NA
TCGA-LL-A7T0	31	NA	NA
TCGA-LL-A8F5	30	NA	NA
TCGA-LQ-A4E4	6	0	0
TCGA-OL-A5D6	13	0	0
TCGA-OL-A5D7	11	0.242831566	24.2831566
TCGA-OL-A5D8	8	0	0
TCGA-OL-A5DA	5	0	0
TCGA-OL-A5RU	8	0	0
TCGA-OL-A5RW	31	0.46129112	46.129112
TCGA-OL-A5RX	6	0	0
TCGA-OL-A5RY	0	0.159997874	15.9997874
TCGA-OL-A5RZ	15	0.013003758	1.3003758
TCGA-OL-A5S0	23	0	0
TCGA-OL-A66H	0	0.270143671	27.0143671
TCGA-OL-A66J	5	0	0
TCGA-OL-A66K	5	0	0
TCGA-OL-A66L	15	NA	NA
TCGA-OL-A66N	12	NA	NA
TCGA-OL-A66O	3	NA	NA
TCGA-OL-A66P	21	NA	NA
TCGA-OL-A6VO	20	NA	NA
TCGA-OL-A6VR	5	NA	NA
TCGA-PE-A5DC	22	0.34050011	34.050011
TCGA-PE-A5DD	12	0	0
TCGA-PE-A5DE	19	0	0
TCGA-PL-A8LZ	28	NA	NA
TCGA-S3-A6ZF	20	NA	NA
TCGA-S3-A6ZG	14	NA	NA
TCGA-S3-A6ZH	8	NA	NA
TCGA-V7-A7HQ	2	NA	NA
TCGA-W8-A86G	5	NA	NA
TCGA-XX-A89A	2	NA	NA
TCGA-04-1331	25	0.447489686109544	44.7489686109544
TCGA-04-1332	30	0	0
TCGA-04-1335	19	NA	NA
TCGA-04-1336	24	0.349208186833644	34.9208186833644
TCGA-04-1337	12	0.158205233457736	15.8205233457736
TCGA-04-1338	46	0.417226693969281	41.7226693969281
TCGA-04-1341	17	NA	NA
TCGA-04-1342	19	0.14883845702248	14.883845702248
TCGA-04-1343	18	0.206993823155156	20.6993823155156
TCGA-04-1346	22	0.0538040007359577	5.38040007359577
TCGA-04-1347	37	0.342788029039527	34.2788029039527
TCGA-04-1348	17	0	0
TCGA-04-1349	15	0.170548978376829	17.0548978376829
TCGA-04-1350	7	0.314100818506214	31.4100818506214
TCGA-04-1351	16	NA	NA
TCGA-04-1353	35	NA	NA
TCGA-04-1356	39	0.528794256015884	52.8794256015884
TCGA-04-1357	35	0.500714473875627	50.0714473875627
TCGA-04-1360	42	NA	NA
TCGA-04-1361	33	0.397843076842433	39.7843076842433
TCGA-04-1362	41	0.561205682431428	56.1205682431428
TCGA-04-1365	26	0.0109980651976082	1.09980651976082
TCGA-04-1367	19	0.543101874598748	54.3101874598748
TCGA-04-1371	16	NA	NA
TCGA-04-1514	15	0.204277135257802	20.4277135257802
TCGA-04-1516	31	NA	NA
TCGA-04-1517	12	0	0
TCGA-04-1519	4	NA	NA
TCGA-04-1525	10	0.432518009201955	43.2518009201955
TCGA-04-1530	45	0.600516044073086	60.0516044073086
TCGA-04-1536	38	NA	NA
TCGA-04-1542	18	0.287725247056166	28.7725247056166
TCGA-04-1638	16	NA	NA
TCGA-04-1644	20	NA	NA
TCGA-04-1646	7	NA	NA
TCGA-04-1648	20	NA	NA
TCGA-04-1649	21	NA	NA
TCGA-04-1651	36	NA	NA
TCGA-04-1652	15	NA	NA
TCGA-04-1654	34	NA	NA
TCGA-04-1655	9	NA	NA
TCGA-09-0364	27	NA	NA
TCGA-09-0365	12	NA	NA
TCGA-09-0366	7	0.0911177967176116	9.11177967176116
TCGA-09-0367	44	NA	NA
TCGA-09-0369	26	0.194781787909116	19.4781787909116
TCGA-09-1659	5	0	0
TCGA-09-1661	16	0.0143271817828067	1.43271817828067
TCGA-09-1662	28	0.3274457823085	32.74457823085
TCGA-09-1664	5	NA	NA
TCGA-09-1665	32	0.310584114208296	31.0584114208296
TCGA-09-1666	28	0.174624106330243	17.4624106330243
TCGA-09-1667	20	NA	NA
TCGA-09-1668	33	NA	NA
TCGA-09-1669	24	0.306380528670668	30.6380528670668
TCGA-09-1670	8	NA	NA
TCGA-09-1672	4	NA	NA
TCGA-09-1673	12	NA	NA
TCGA-09-1674	25	NA	NA
TCGA-09-1675	35	NA	NA
TCGA-09-2043	40	NA	NA
TCGA-09-2044	32	0.347205731760035	34.7205731760035
TCGA-09-2045	26	0	0
TCGA-09-2049	37	0.427410115978384	42.7410115978384
TCGA-09-2050	28	0.32896176952605	32.896176952605
TCGA-09-2051	41	0.546412324867112	54.6412324867112
TCGA-09-2053	9	0.372037017431974	37.2037017431974
TCGA-09-2054	22	NA	NA
TCGA-09-2055	26	NA	NA
TCGA-09-2056	28	0.601281687480823	60.1281687480823
TCGA-10-0925	21	NA	NA
TCGA-10-0926	7	0	0
TCGA-10-0927	12	0.0356369415859748	3.56369415859748
TCGA-10-0928	48	0.21200971708895	21.200971708895
TCGA-10-0930	41	0.623994313893422	62.3994313893422
TCGA-10-0931	25	0.421076000295649	42.1076000295649
TCGA-10-0933	16	0	0
TCGA-10-0934	8	0	0
TCGA-10-0935	25	0.105472151319108	10.5472151319108
TCGA-10-0936	26	NA	NA
TCGA-10-0937	34	0.562084422476024	56.2084422476024
TCGA-10-0938	17	0	0
TCGA-13-0714	45	0.311450024688017	31.1450024688017
TCGA-13-0717	11	0.443253685122813	44.3253685122813
TCGA-13-0720	24	0.294180991391475	29.4180991391475
TCGA-13-0723	16	0	0
TCGA-13-0724	22	0.45160822310769	45.160822310769
TCGA-13-0725	26	NA	NA
TCGA-13-0726	27	0.39524682730275	39.524682730275
TCGA-13-0727	6	0	0
TCGA-13-0730	19	0.119251215529924	11.9251215529924
TCGA-13-0751	29	0.183830239475373	18.3830239475373
TCGA-13-0755	27	0.424040745589343	42.4040745589343
TCGA-13-0757	19	NA	NA
TCGA-13-0758	31	NA	NA
TCGA-13-0760	45	0.366280552399411	36.6280552399411
TCGA-13-0761	39	0.529944373747946	52.9944373747946
TCGA-13-0762	30	0.41773334100265	41.773334100265
TCGA-13-0764	14	NA	NA
TCGA-13-0765	6	0	0
TCGA-13-0766	35	NA	NA
TCGA-13-0768	14	NA	NA
TCGA-13-0791	13	0.0708618218841444	7.08618218841444
TCGA-13-0792	43	0.388198665978264	38.8198665978264
TCGA-13-0793	22	0	0
TCGA-13-0794	25	NA	NA
TCGA-13-0795	26	0.340160025042452	34.0160025042452
TCGA-13-0797	22	NA	NA
TCGA-13-0799	23	NA	NA
TCGA-13-0800	5	0	0
TCGA-13-0801	34	NA	NA
TCGA-13-0802	22	NA	NA
TCGA-13-0803	28	NA	NA
TCGA-13-0804	12	0	0
TCGA-13-0805	21	NA	NA
TCGA-13-0807	11	0.103290818460385	10.3290818460385
TCGA-13-0883	42	0.267455311082849	26.7455311082849
TCGA-13-0884	38	0.514986194956325	51.4986194956325
TCGA-13-0885	27	0.520505354262607	52.0505354262607
TCGA-13-0886	37	0.275145475149417	27.5145475149417
TCGA-13-0887	39	0.28425594048538	28.425594048538
TCGA-13-0888	19	NA	NA
TCGA-13-0889	18	0.0800434998777779	8.00434998777779
TCGA-13-0890	27	0.659865269665986	65.9865269665986
TCGA-13-0891	13	0	0
TCGA-13-0893	36	0.432295877788086	43.2295877788086
TCGA-13-0894	25	0.413392121631797	41.3392121631797
TCGA-13-0897	38	0.446150788508839	44.6150788508839
TCGA-13-0899	16	0.0136588339444288	1.36588339444288
TCGA-13-0900	31	0.564005095785325	56.4005095785325
TCGA-13-0901	17	NA	NA
TCGA-13-0903	28	0.58045531030058	58.045531030058
TCGA-13-0904	35	0.317591818583346	31.7591818583346
TCGA-13-0905	50	0.522083538237406	52.2083538237406
TCGA-13-0906	30	0.341165986352703	34.1165986352703
TCGA-13-0908	35	NA	NA
TCGA-13-0910	13	0	0
TCGA-13-0911	19	0.300946028630346	30.0946028630346
TCGA-13-0912	8	0.152577302499393	15.2577302499393
TCGA-13-0913	34	0.39055684169206	39.055684169206
TCGA-13-0916	26	0.00515423503262702	0.515423503262702
TCGA-13-0919	27	0.606300203664538	60.6300203664538
TCGA-13-0920	39	0.335513511778667	33.5513511778667
TCGA-13-0921	12	NA	NA
TCGA-13-0923	37	0.44436811320352	44.436811320352
TCGA-13-0924	27	0.357030033218666	35.7030033218666
TCGA-13-1403	24	0.044825515720326	4.4825515720326
TCGA-13-1404	32	0.497621072264952	49.7621072264952
TCGA-13-1405	9	0	0
TCGA-13-1407	14	0.0739034917427302	7.39034917427302
TCGA-13-1408	44	0.335009909198592	33.5009909198592
TCGA-13-1409	16	0.113847051309949	11.3847051309949
TCGA-13-1410	19	0.162495298594909	16.2495298594909
TCGA-13-1411	21	0.0741347191100323	7.41347191100323
TCGA-13-1412	36	0.556049530180898	55.6049530180898
TCGA-13-1477	4	0.113758518522688	11.3758518522688
TCGA-13-1481	52	0.412411506961713	41.2411506961713
TCGA-13-1482	22	0.253912485224672	25.3912485224672
TCGA-13-1483	36	0	0
TCGA-13-1484	18	0.106002568293453	10.6002568293453
TCGA-13-1485	7	NA	NA
TCGA-13-1487	12	0.122581306154947	12.2581306154947
TCGA-13-1488	37	0.420809806197515	42.0809806197515
TCGA-13-1489	35	0.362774220386182	36.2774220386182
TCGA-13-1491	13	0	0
TCGA-13-1492	10	0	0
TCGA-13-1494	30	0.235076903435029	23.5076903435029
TCGA-13-1495	17	0	0
TCGA-13-1496	12	0	0
TCGA-13-1497	45	0.533409797281838	53.3409797281838
TCGA-13-1498	35	0.25332762852918	25.332762852918
TCGA-13-1499	39	0.367571769620591	36.7571769620591
TCGA-13-1500	19	NA	NA
TCGA-13-1501	38	0.705781120743173	70.5781120743173
TCGA-13-1504	22	0	0
TCGA-13-1505	26	0.0439111047845159	4.39111047845159
TCGA-13-1506	26	0.111437756478714	11.1437756478714
TCGA-13-1507	16	0.461772852858316	46.1772852858316
TCGA-13-1509	30	0.0111280389870762	1.11280389870762
TCGA-13-1510	36	0.583557228544014	58.3557228544014
TCGA-13-1511	13	NA	NA
TCGA-13-1512	31	0.437132815142326	43.7132815142326
TCGA-13-1817	7	NA	NA
TCGA-13-1819	46	NA	NA
TCGA-13-2057	28	NA	NA
TCGA-13-2059	32	NA	NA
TCGA-13-2060	14	0	0
TCGA-13-2061	38	NA	NA
TCGA-13-2065	25	NA	NA
TCGA-13-2071	38	NA	NA
TCGA-13-A5FT	22	NA	NA
TCGA-13-A5FU	31	NA	NA
TCGA-20-0987	11	0	0
TCGA-20-0990	21	0.239025274000455	23.9025274000455
TCGA-20-0991	14	0.115415068387265	11.5415068387265
TCGA-20-1682	28	NA	NA
TCGA-20-1683	10	NA	NA
TCGA-20-1684	11	NA	NA
TCGA-20-1685	39	NA	NA
TCGA-20-1686	16	NA	NA
TCGA-20-1687	45	NA	NA
TCGA-23-1021	25	0.250737516698027	25.0737516698027
TCGA-23-1022	45	0.584308197541347	58.4308197541347
TCGA-23-1023	25	0.151462496627332	15.1462496627332
TCGA-23-1024	24	0.208040743563028	20.8040743563028
TCGA-23-1026	28	0	0
TCGA-23-1027	29	0.272927684049036	27.2927684049036
TCGA-23-1028	36	0	0
TCGA-23-1029	16	NA	NA
TCGA-23-1030	13	0	0
TCGA-23-1031	38	0.734814768063999	73.4814768063999
TCGA-23-1032	37	0.194157387702682	19.4157387702682
TCGA-23-1107	32	NA	NA
TCGA-23-1109	15	NA	NA
TCGA-23-1110	34	0.504284707152354	50.4284707152354
TCGA-23-1111	23	NA	NA
TCGA-23-1113	2	NA	NA
TCGA-23-1114	39	NA	NA
TCGA-23-1116	22	0.194686568309185	19.4686568309185
TCGA-23-1117	33	0.380370821717188	38.0370821717188
TCGA-23-1118	40	0.169743073648758	16.9743073648758
TCGA-23-1119	34	NA	NA
TCGA-23-1120	31	0.536749723887644	53.6749723887644
TCGA-23-1121	40	NA	NA
TCGA-23-1122	40	0.551482455910556	55.1482455910556
TCGA-23-1123	19	0.250925842227286	25.0925842227286
TCGA-23-1124	37	0.585328676967046	58.5328676967046
TCGA-23-1809	18	NA	NA
TCGA-23-2072	14	0.31071374399059	31.071374399059
TCGA-23-2077	34	0.453418100079972	45.3418100079972
TCGA-23-2078	38	0.401971694623349	40.1971694623349
TCGA-23-2079	38	0.242042472015751	24.2042472015751
TCGA-23-2081	30	0.536898749127575	53.6898749127575
TCGA-23-2084	38	NA	NA
TCGA-23-2641	30	NA	NA
TCGA-23-2643	27	NA	NA
TCGA-23-2645	39	NA	NA
TCGA-23-2647	19	NA	NA
TCGA-23-2649	19	NA	NA
TCGA-24-0966	8	0.0966224586913138	9.66224586913138
TCGA-24-0968	26	0	0
TCGA-24-0970	13	0.184753138253393	18.4753138253393
TCGA-24-0975	32	0.511673090791234	51.1673090791234
TCGA-24-0979	43	0.279228879010029	27.9228879010029
TCGA-24-0980	18	0.0415524764156464	4.15524764156464
TCGA-24-0982	23	0	0
TCGA-24-1103	31	0.514966800613335	51.4966800613335
TCGA-24-1104	37	0.52053506934262	52.053506934262
TCGA-24-1105	16	0	0
TCGA-24-1413	18	0	0
TCGA-24-1416	17	0	0
TCGA-24-1417	41	0.406914483292386	40.6914483292386
TCGA-24-1418	19	0.294496853465622	29.4496853465622
TCGA-24-1419	11	0	0
TCGA-24-1422	42	0.579457062010227	57.9457062010227
TCGA-24-1423	35	0.596185013912918	59.6185013912918
TCGA-24-1424	25	0.345204010039967	34.5204010039967
TCGA-24-1425	26	0.361648878454631	36.1648878454631
TCGA-24-1426	9	0	0
TCGA-24-1427	27	0	0
TCGA-24-1428	39	0.404412541415726	40.4412541415726
TCGA-24-1430	28	NA	NA
TCGA-24-1431	16	0.109766230338119	10.9766230338119
TCGA-24-1434	15	0.0330505574527475	3.30505574527475
TCGA-24-1435	34	0.650888136837622	65.0888136837622
TCGA-24-1436	22	0.351551585341888	35.1551585341888
TCGA-24-1463	24	0.267347427989225	26.7347427989225
TCGA-24-1464	14	0.212120306382446	21.2120306382446
TCGA-24-1466	16	0.144387386056225	14.4387386056225
TCGA-24-1469	15	0.257328732648495	25.7328732648495
TCGA-24-1470	34	0.481163286079538	48.1163286079538
TCGA-24-1471	10	0	0
TCGA-24-1474	26	0	0
TCGA-24-1544	15	0	0
TCGA-24-1545	17	0	0
TCGA-24-1546	33	NA	NA
TCGA-24-1548	4	0	0
TCGA-24-1549	18	0.354375882011408	35.4375882011408
TCGA-24-1550	24	NA	NA
TCGA-24-1551	18	0.368149675205676	36.8149675205676
TCGA-24-1552	13	0	0
TCGA-24-1553	17	0.630612900850359	63.0612900850359
TCGA-24-1555	28	0.119449560623333	11.9449560623333
TCGA-24-1556	41	0.478595521717244	47.8595521717244
TCGA-24-1557	36	0.0153727223856074	1.53727223856074
TCGA-24-1558	20	0	0
TCGA-24-1560	3	0	0
TCGA-24-1562	9	0.0827365236247864	8.27365236247864
