Id	LST	M3	M3_abs
TCGA-24-1563	34	0.384065651441509	38.4065651441509
TCGA-24-1564	17	0.275579066993918	27.5579066993918
TCGA-24-1565	5	0	0
TCGA-24-1567	34	0.538671528470743	53.8671528470743
TCGA-24-1603	10	0	0
TCGA-24-1604	39	0.17424719167739	17.424719167739
TCGA-24-1614	38	0.294507033362903	29.4507033362903
TCGA-24-1616	18	0.137854780786658	13.7854780786658
TCGA-24-1842	16	NA	NA
TCGA-24-1843	11	NA	NA
TCGA-24-1844	37	NA	NA
TCGA-24-1845	45	NA	NA
TCGA-24-1846	31	NA	NA
TCGA-24-1847	46	NA	NA
TCGA-24-1849	29	NA	NA
TCGA-24-1850	21	NA	NA
TCGA-24-1852	19	NA	NA
TCGA-24-1920	7	NA	NA
TCGA-24-1923	7	NA	NA
TCGA-24-1924	45	NA	NA
TCGA-24-1927	28	NA	NA
TCGA-24-1928	18	NA	NA
TCGA-24-1930	24	NA	NA
TCGA-24-2019	18	0.17274285877107	17.274285877107
TCGA-24-2020	35	NA	NA
TCGA-24-2023	13	NA	NA
TCGA-24-2024	32	0.475441306395878	47.5441306395878
TCGA-24-2026	21	NA	NA
TCGA-24-2027	26	NA	NA
TCGA-24-2029	19	NA	NA
TCGA-24-2030	21	0.321817116494443	32.1817116494443
TCGA-24-2033	37	NA	NA
TCGA-24-2035	28	0.446689043214886	44.6689043214886
TCGA-24-2036	24	NA	NA
TCGA-24-2254	34	0.204637559717525	20.4637559717525
TCGA-24-2260	17	0	0
TCGA-24-2261	23	0	0
TCGA-24-2262	18	0.127427450301378	12.7427450301378
TCGA-24-2267	56	0.33457120563407	33.457120563407
TCGA-24-2271	11	0	0
TCGA-24-2280	40	0.353472537522665	35.3472537522665
TCGA-24-2281	25	0.360235632750497	36.0235632750497
TCGA-24-2288	32	0.648819290482301	64.8819290482301
TCGA-24-2289	39	0.531423875814203	53.1423875814203
TCGA-24-2290	42	0.0953983536764204	9.53983536764204
TCGA-24-2293	26	0.470288456721993	47.0288456721993
TCGA-24-2295	23	NA	NA
TCGA-24-2298	38	0.0980160183985594	9.80160183985594
TCGA-25-1312	13	NA	NA
TCGA-25-1313	44	0.33882441181342	33.882441181342
TCGA-25-1314	32	NA	NA
TCGA-25-1315	23	0.37902526578877	37.902526578877
TCGA-25-1316	0	0	0
TCGA-25-1317	7	0	0
TCGA-25-1318	35	0.629798664107579	62.9798664107579
TCGA-25-1319	8	0	0
TCGA-25-1320	25	0.166829445099662	16.6829445099662
TCGA-25-1321	19	0	0
TCGA-25-1322	9	0	0
TCGA-25-1323	27	NA	NA
TCGA-25-1329	13	0	0
TCGA-25-1623	27	0.204796731736127	20.4796731736127
TCGA-25-1625	18	0.0115110129309398	1.15110129309398
TCGA-25-1626	20	0.6624788687992	66.24788687992
TCGA-25-1627	6	0.0765067650577243	7.65067650577243
TCGA-25-1628	10	0	0
TCGA-25-1630	34	0.499668522969384	49.9668522969384
TCGA-25-1631	12	0	0
TCGA-25-1632	26	0.334185286654173	33.4185286654173
TCGA-25-1633	14	0	0
TCGA-25-1634	15	0.303829851328698	30.3829851328698
TCGA-25-1635	12	0	0
TCGA-25-1870	22	NA	NA
TCGA-25-1871	20	NA	NA
TCGA-25-1877	11	NA	NA
TCGA-25-1878	34	NA	NA
TCGA-25-2042	29	0.39329585760147	39.329585760147
TCGA-25-2391	17	0.518841612012632	51.8841612012632
TCGA-25-2392	32	0.514633083380457	51.4633083380457
TCGA-25-2393	20	0.432424144638467	43.2424144638467
TCGA-25-2396	11	0.114430807864854	11.4430807864854
TCGA-25-2397	35	NA	NA
TCGA-25-2398	25	0.255935487386579	25.5935487386579
TCGA-25-2399	22	0.0357214633264164	3.57214633264164
TCGA-25-2400	20	0.292294384292282	29.2294384292282
TCGA-25-2401	34	0.475859142707707	47.5859142707707
TCGA-25-2404	19	0	0
TCGA-25-2408	4	0.0176972700773664	1.76972700773664
TCGA-25-2409	20	0	0
TCGA-29-1688	40	NA	NA
TCGA-29-1690	3	NA	NA
TCGA-29-1691	43	NA	NA
TCGA-29-1692	33	NA	NA
TCGA-29-1693	24	NA	NA
TCGA-29-1694	28	NA	NA
TCGA-29-1695	13	NA	NA
TCGA-29-1696	25	NA	NA
TCGA-29-1697	13	NA	NA
TCGA-29-1698	15	NA	NA
TCGA-29-1699	19	NA	NA
TCGA-29-1701	16	NA	NA
TCGA-29-1702	15	NA	NA
TCGA-29-1703	13	NA	NA
TCGA-29-1704	28	NA	NA
TCGA-29-1705	29	NA	NA
TCGA-29-1707	23	NA	NA
TCGA-29-1710	14	NA	NA
TCGA-29-1711	32	NA	NA
TCGA-29-1761	19	NA	NA
TCGA-29-1762	19	NA	NA
TCGA-29-1763	35	NA	NA
TCGA-29-1764	36	NA	NA
TCGA-29-1766	19	NA	NA
TCGA-29-1768	28	NA	NA
TCGA-29-1769	35	NA	NA
TCGA-29-1770	31	NA	NA
TCGA-29-1771	3	NA	NA
TCGA-29-1774	17	NA	NA
TCGA-29-1775	29	NA	NA
TCGA-29-1776	21	NA	NA
TCGA-29-1777	29	NA	NA
TCGA-29-1778	21	NA	NA
TCGA-29-1781	29	NA	NA
TCGA-29-1783	8	NA	NA
TCGA-29-1784	54	NA	NA
TCGA-29-1785	25	NA	NA
TCGA-29-2425	42	NA	NA
TCGA-29-2427	12	0.117099520271914	11.7099520271914
TCGA-29-2428	9	NA	NA
TCGA-29-2429	25	NA	NA
TCGA-29-2431	25	NA	NA
TCGA-29-2432	35	NA	NA
TCGA-29-2434	33	NA	NA
TCGA-29-2436	30	NA	NA
TCGA-29-A5NZ	18	NA	NA
TCGA-30-1714	16	NA	NA
TCGA-30-1718	33	NA	NA
TCGA-30-1853	9	0	0
TCGA-30-1855	30	NA	NA
TCGA-30-1857	34	NA	NA
TCGA-30-1859	17	NA	NA
TCGA-30-1860	49	NA	NA
TCGA-30-1861	41	NA	NA
TCGA-30-1862	24	0.265275484679435	26.5275484679435
TCGA-30-1866	18	NA	NA
TCGA-30-1867	27	NA	NA
TCGA-30-1880	3	NA	NA
TCGA-30-1887	18	NA	NA
TCGA-30-1891	30	0.0911880582230886	9.11880582230886
TCGA-30-1892	30	NA	NA
TCGA-31-1944	33	NA	NA
TCGA-31-1946	30	NA	NA
TCGA-31-1950	20	0	0
TCGA-31-1951	18	NA	NA
TCGA-31-1953	20	0.194361036863245	19.4361036863245
TCGA-31-1955	21	NA	NA
TCGA-31-1956	18	NA	NA
TCGA-31-1959	22	0.204038617894787	20.4038617894787
TCGA-36-1568	38	0.261026907774012	26.1026907774012
TCGA-36-1569	32	0	0
TCGA-36-1570	28	0.23347158504188	23.347158504188
TCGA-36-1571	11	0	0
TCGA-36-1574	24	0.00308247573964436	0.308247573964436
TCGA-36-1575	11	0.286049803653479	28.6049803653479
TCGA-36-1576	25	0	0
TCGA-36-1577	38	0.363878990784437	36.3878990784437
TCGA-36-1578	48	0.3837366390425	38.37366390425
TCGA-36-1580	16	0	0
TCGA-36-1581	23	NA	NA
TCGA-36-2529	30	NA	NA
TCGA-36-2530	48	NA	NA
TCGA-36-2532	28	NA	NA
TCGA-36-2533	37	NA	NA
TCGA-36-2534	32	NA	NA
TCGA-36-2537	33	NA	NA
TCGA-36-2539	34	NA	NA
TCGA-36-2540	15	NA	NA
TCGA-36-2542	32	NA	NA
TCGA-36-2543	41	NA	NA
TCGA-36-2544	43	NA	NA
TCGA-36-2545	24	NA	NA
TCGA-36-2547	34	NA	NA
TCGA-36-2548	31	NA	NA
TCGA-36-2549	48	NA	NA
TCGA-36-2551	20	NA	NA
TCGA-36-2552	28	NA	NA
TCGA-3P-A9WA	28	NA	NA
TCGA-42-2582	25	NA	NA
TCGA-42-2588	13	NA	NA
TCGA-42-2589	34	NA	NA
TCGA-42-2590	35	NA	NA
TCGA-42-2591	32	NA	NA
TCGA-42-2593	39	NA	NA
TCGA-57-1582	33	0.444567702027669	44.4567702027669
TCGA-57-1583	17	0	0
TCGA-57-1584	22	0.62139411940907	62.139411940907
TCGA-57-1585	47	NA	NA
TCGA-57-1586	10	NA	NA
TCGA-57-1992	14	NA	NA
TCGA-57-1993	12	0	0
TCGA-57-1994	28	NA	NA
TCGA-59-2348	44	0.17482356521405	17.482356521405
TCGA-59-2350	10	0.0805831367354369	8.05831367354369
TCGA-59-2351	34	0.555221573704592	55.5221573704592
TCGA-59-2352	26	0.56805108926152	56.805108926152
TCGA-59-2354	33	0.385427949077998	38.5427949077998
TCGA-59-2355	22	0.162661321884296	16.2661321884296
TCGA-59-2363	27	0.283657183941541	28.3657183941541
TCGA-59-2372	29	NA	NA
TCGA-59-A5PD	39	NA	NA
TCGA-5X-AA5U	15	NA	NA
TCGA-61-1722	27	NA	NA
TCGA-61-1724	32	NA	NA
TCGA-61-1725	26	NA	NA
TCGA-61-1727	33	NA	NA
TCGA-61-1728	17	0.293326182898245	29.3326182898245
TCGA-61-1730	10	NA	NA
TCGA-61-1733	7	NA	NA
TCGA-61-1734	28	NA	NA
TCGA-61-1736	10	0.346794760539425	34.6794760539425
TCGA-61-1737	37	NA	NA
TCGA-61-1738	14	NA	NA
TCGA-61-1740	40	NA	NA
TCGA-61-1741	21	NA	NA
TCGA-61-1743	23	NA	NA
TCGA-61-1895	33	NA	NA
TCGA-61-1899	14	NA	NA
TCGA-61-1900	39	NA	NA
TCGA-61-1901	23	NA	NA
TCGA-61-1903	28	NA	NA
TCGA-61-1904	19	NA	NA
TCGA-61-1906	17	NA	NA
TCGA-61-1907	43	NA	NA
TCGA-61-1910	32	NA	NA
TCGA-61-1911	24	NA	NA
TCGA-61-1913	27	NA	NA
TCGA-61-1914	41	NA	NA
TCGA-61-1915	37	NA	NA
TCGA-61-1917	43	NA	NA
TCGA-61-1918	17	NA	NA
TCGA-61-1919	28	0.245156626572062	24.5156626572062
TCGA-61-1995	3	0.0185205712927289	1.85205712927289
TCGA-61-1998	22	0.404219387636479	40.4219387636479
TCGA-61-2000	15	0.609940593523414	60.9940593523414
TCGA-61-2002	35	0.290207361286532	29.0207361286532
TCGA-61-2003	32	0.262636471887371	26.2636471887371
TCGA-61-2008	44	0.0169453277490949	1.69453277490949
TCGA-61-2009	21	0.401782410323241	40.1782410323241
TCGA-61-2012	27	0.0992896354334943	9.92896354334943
TCGA-61-2016	20	0.131560446861972	13.1560446861972
TCGA-61-2017	1	NA	NA
TCGA-61-2018	41	NA	NA
TCGA-61-2087	30	NA	NA
TCGA-61-2088	8	0	0
TCGA-61-2092	2	0.093538908298947	9.3538908298947
TCGA-61-2094	14	0.358382886777006	35.8382886777006
TCGA-61-2095	8	0.407867617281634	40.7867617281634
TCGA-61-2096	28	NA	NA
TCGA-61-2097	27	0.496387562762314	49.6387562762314
TCGA-61-2101	23	0	0
TCGA-61-2102	26	0.234987497614817	23.4987497614817
TCGA-61-2104	35	0.321156559916224	32.1156559916224
TCGA-61-2109	31	0.760496886639958	76.0496886639958
TCGA-61-2110	6	0.0944459765678423	9.44459765678423
TCGA-61-2111	29	0	0
TCGA-61-2113	30	0.388462249681203	38.8462249681203
TCGA-61-2612	18	NA	NA
TCGA-61-2613	18	NA	NA
TCGA-61-2614	20	NA	NA
TCGA-OY-A56P	8	NA	NA
TCGA-OY-A56Q	9	NA	NA
TCGA-VG-A8LO	28	NA	NA
TCGA-WR-A838	22	NA	NA
TCGA-2A-A8VL	4	0	0
TCGA-2A-A8VO	7	0	0
TCGA-2A-A8VT	15	0	0
TCGA-2A-A8VV	1	0	0
TCGA-2A-A8VX	4	NA	NA
TCGA-2A-A8W1	8	0	0
TCGA-2A-A8W3	7	0	0
TCGA-2A-AAYF	4	NA	NA
TCGA-2A-AAYO	3	NA	NA
TCGA-2A-AAYU	4	NA	NA
TCGA-4L-AA1F	27	NA	NA
TCGA-CH-5737	8	0.0131780774919934	1.31780774919934
TCGA-CH-5738	0	0	0
TCGA-CH-5739	1	0	0
TCGA-CH-5740	7	0.0569271291843696	5.69271291843696
TCGA-CH-5741	7	0	0
TCGA-CH-5743	0	0	0
TCGA-CH-5744	5	0.165804641308633	16.5804641308633
TCGA-CH-5745	0	NA	NA
TCGA-CH-5746	1	0	0
TCGA-CH-5750	1	0	0
TCGA-CH-5751	15	0	0
TCGA-CH-5752	2	0	0
TCGA-CH-5753	12	0	0
TCGA-CH-5754	22	0.45770623731984	45.770623731984
TCGA-CH-5761	14	0.127393925177848	12.7393925177848
TCGA-CH-5762	11	0.320895471206473	32.0895471206473
TCGA-CH-5764	10	0	0
TCGA-CH-5765	7	0	0
TCGA-CH-5766	10	0	0
TCGA-CH-5767	6	0	0
TCGA-CH-5768	7	0	0
TCGA-CH-5769	5	0	0
TCGA-CH-5771	21	0	0
TCGA-CH-5772	7	0	0
TCGA-CH-5788	12	0	0
TCGA-CH-5790	26	0	0
TCGA-CH-5791	8	0	0
TCGA-CH-5792	13	0	0
TCGA-CH-5794	6	0	0
TCGA-EJ-5494	0	0	0
TCGA-EJ-5495	16	0.364066104593212	36.4066104593212
TCGA-EJ-5496	7	0	0
TCGA-EJ-5497	7	0	0
TCGA-EJ-5498	2	0	0
TCGA-EJ-5499	8	0	0
TCGA-EJ-5501	8	0	0
TCGA-EJ-5504	21	0	0
TCGA-EJ-5505	7	0.115799086675174	11.5799086675174
TCGA-EJ-5506	0	0	0
TCGA-EJ-5507	5	0	0
TCGA-EJ-5508	4	0	0
TCGA-EJ-5509	14	0.094928847099541	9.4928847099541
TCGA-EJ-5510	9	0	0
TCGA-EJ-5511	7	0.113602537530458	11.3602537530458
TCGA-EJ-5512	7	0	0
TCGA-EJ-5514	29	0	0
TCGA-EJ-5515	4	0.285873885229753	28.5873885229753
TCGA-EJ-5516	3	0	0
TCGA-EJ-5517	8	0	0
TCGA-EJ-5518	15	0	0
TCGA-EJ-5519	12	0.312875618377259	31.2875618377259
TCGA-EJ-5521	19	0	0
TCGA-EJ-5522	7	0	0
TCGA-EJ-5524	8	0	0
TCGA-EJ-5525	15	0.235080254115332	23.5080254115332
TCGA-EJ-5526	9	0.0810329766298501	8.10329766298501
TCGA-EJ-5527	17	0	0
TCGA-EJ-5530	3	0.0019095383970342	0.19095383970342
TCGA-EJ-5531	17	0.00581016703761091	0.581016703761091
TCGA-EJ-5532	2	0.121828152438065	12.1828152438065
TCGA-EJ-5542	3	0	0
TCGA-EJ-7115	5	0.0382255233715962	3.82255233715962
TCGA-EJ-7123	16	0.166620121198678	16.6620121198678
TCGA-EJ-7125	2	0	0
TCGA-EJ-7218	12	0	0
TCGA-EJ-7312	14	NA	NA
TCGA-EJ-7314	3	0	0
TCGA-EJ-7315	8	0	0
TCGA-EJ-7317	6	0.206268059789017	20.6268059789017
TCGA-EJ-7318	7	0	0
TCGA-EJ-7321	8	0.0363664960604511	3.63664960604511
TCGA-EJ-7325	3	NA	NA
TCGA-EJ-7327	8	0	0
TCGA-EJ-7328	5	0	0
TCGA-EJ-7330	20	0	0
TCGA-EJ-7331	8	0	0
TCGA-EJ-7781	5	0	0
TCGA-EJ-7782	13	0	0
TCGA-EJ-7783	6	0	0
TCGA-EJ-7784	12	0	0
TCGA-EJ-7785	5	0	0
TCGA-EJ-7786	6	0.277401181845453	27.7401181845453
TCGA-EJ-7788	4	0.00507926315260954	0.507926315260954
TCGA-EJ-7789	19	0.15522079575627	15.522079575627
TCGA-EJ-7791	9	0	0
TCGA-EJ-7792	2	0	0
TCGA-EJ-7793	2	0.0614958910107556	6.14958910107556
TCGA-EJ-7794	19	0.12923123833768	12.923123833768
TCGA-EJ-7797	4	0	0
TCGA-EJ-8468	7	0.0973574681232034	9.73574681232034
TCGA-EJ-8469	8	0.0215798306094015	2.15798306094015
TCGA-EJ-8470	13	0	0
TCGA-EJ-8472	12	0	0
TCGA-EJ-A46B	2	NA	NA
TCGA-EJ-A46D	4	0	0
TCGA-EJ-A46E	0	NA	NA
TCGA-EJ-A46F	16	NA	NA
TCGA-EJ-A46G	9	0	0
TCGA-EJ-A46H	0	NA	NA
TCGA-EJ-A46I	2	0	0
TCGA-EJ-A65B	12	NA	NA
TCGA-EJ-A65D	8	NA	NA
TCGA-EJ-A65E	2	0.00422274499348856	0.422274499348856
TCGA-EJ-A65F	17	0.461700906582451	46.1700906582451
TCGA-EJ-A65G	9	0.0880634237315944	8.80634237315944
TCGA-EJ-A65J	18	0.0648900729367339	6.48900729367339
TCGA-EJ-A65M	11	NA	NA
TCGA-EJ-A6RA	4	0	0
TCGA-EJ-A6RC	0	0	0
TCGA-EJ-A7NF	1	0	0
TCGA-EJ-A7NG	6	0	0
TCGA-EJ-A7NH	16	0	0
TCGA-EJ-A7NJ	0	0	0
TCGA-EJ-A7NK	0	0	0
TCGA-EJ-A7NM	5	0	0
TCGA-EJ-A8FN	4	0	0
TCGA-EJ-A8FO	0	NA	NA
TCGA-EJ-A8FP	0	NA	NA
TCGA-EJ-A8FS	12	0.0217652053249089	2.17652053249089
TCGA-EJ-AB27	2	NA	NA
TCGA-FC-7708	2	0.359131954410248	35.9131954410248
TCGA-FC-7961	26	0.288580209502074	28.8580209502074
TCGA-FC-A4JI	22	0	0
TCGA-FC-A5OB	8	0	0
TCGA-FC-A66V	0	NA	NA
TCGA-FC-A6HD	1	NA	NA
TCGA-FC-A8O0	2	0	0
TCGA-G9-6329	8	0	0
TCGA-G9-6332	5	NA	NA
TCGA-G9-6333	4	0	0
TCGA-G9-6336	0	0.113749820027327	11.3749820027327
TCGA-G9-6338	11	NA	NA
TCGA-G9-6339	0	NA	NA
TCGA-G9-6342	12	0	0
TCGA-G9-6347	0	NA	NA
TCGA-G9-6348	4	0	0
TCGA-G9-6351	10	0	0
TCGA-G9-6353	3	0	0
TCGA-G9-6354	4	NA	NA
TCGA-G9-6356	9	0	0
TCGA-G9-6361	6	0.0695580213850581	6.95580213850581
TCGA-G9-6362	12	NA	NA
TCGA-G9-6363	11	0.02928547851497	2.928547851497
TCGA-G9-6364	2	0	0
TCGA-G9-6365	5	0	0
TCGA-G9-6366	6	0	0
TCGA-G9-6367	4	0.073860767348821	7.3860767348821
TCGA-G9-6369	11	NA	NA
TCGA-G9-6370	0	0	0
TCGA-G9-6371	0	0	0
TCGA-G9-6373	5	NA	NA
TCGA-G9-6377	5	0	0
TCGA-G9-6378	6	0	0
TCGA-G9-6379	17	NA	NA
TCGA-G9-6384	9	0	0
TCGA-G9-6385	0	0	0
TCGA-G9-6494	11	0.00991359483777353	0.991359483777353
TCGA-G9-6496	8	NA	NA
TCGA-G9-6498	2	NA	NA
TCGA-G9-6499	31	0.209150430771162	20.9150430771162
TCGA-G9-7509	2	NA	NA
TCGA-G9-7510	19	0.0378307178569965	3.78307178569965
TCGA-G9-7519	1	0	0
TCGA-G9-7521	13	0	0
TCGA-G9-7522	2	0	0
TCGA-G9-7525	2	NA	NA
TCGA-G9-A9S0	9	NA	NA
TCGA-G9-A9S4	20	NA	NA
TCGA-G9-A9S7	4	NA	NA
TCGA-H9-7775	4	0	0
TCGA-H9-A6BX	0	NA	NA
TCGA-H9-A6BY	2	NA	NA
TCGA-HC-7075	2	0	0
TCGA-HC-7077	29	0	0
TCGA-HC-7078	15	0	0
TCGA-HC-7079	0	0	0
TCGA-HC-7080	7	0.0375674052573536	3.75674052573536
TCGA-HC-7081	5	0	0
TCGA-HC-7209	7	0	0
TCGA-HC-7210	10	0.147177901789898	14.7177901789898
TCGA-HC-7211	3	0	0
TCGA-HC-7212	9	0	0
TCGA-HC-7213	12	0	0
TCGA-HC-7230	4	0	0
TCGA-HC-7231	10	0.00567643091260501	0.567643091260501
TCGA-HC-7232	8	0.110204885689268	11.0204885689268
TCGA-HC-7233	0	0.139542811155507	13.9542811155507
TCGA-HC-7736	15	0	0
TCGA-HC-7737	12	0	0
TCGA-HC-7738	6	NA	NA
TCGA-HC-7740	0	0.0342255606851096	3.42255606851096
TCGA-HC-7742	7	0	0
TCGA-HC-7744	27	0	0
TCGA-HC-7745	16	NA	NA
TCGA-HC-7747	14	0	0
TCGA-HC-7748	28	0	0
TCGA-HC-7749	9	0.0177146237304186	1.77146237304186
TCGA-HC-7752	4	NA	NA
TCGA-HC-7817	6	NA	NA
TCGA-HC-7818	3	0	0
TCGA-HC-7819	3	NA	NA
TCGA-HC-7820	4	0	0
TCGA-HC-7821	18	0	0
TCGA-HC-8213	2	0	0
TCGA-HC-8216	31	0.165505941904805	16.5505941904805
TCGA-HC-8256	4	0	0
TCGA-HC-8257	6	0	0
TCGA-HC-8258	2	0.0523121873821312	5.23121873821312
TCGA-HC-8259	0	NA	NA
TCGA-HC-8260	3	0	0
TCGA-HC-8261	4	0	0
TCGA-HC-8262	4	0.0313342755621095	3.13342755621095
TCGA-HC-8264	12	0.00659828167670441	0.659828167670441
TCGA-HC-8266	9	0	0
TCGA-HC-A48F	12	0	0
TCGA-HC-A4ZV	31	0.417783213611528	41.7783213611528
TCGA-HC-A631	7	0	0
TCGA-HC-A632	20	0	0
TCGA-HC-A6AL	11	NA	NA
TCGA-HC-A6AN	6	NA	NA
TCGA-HC-A6AO	13	NA	NA
TCGA-HC-A6AP	12	NA	NA
TCGA-HC-A6AQ	7	NA	NA
TCGA-HC-A6AS	5	NA	NA
TCGA-HC-A6HX	2	NA	NA
TCGA-HC-A6HY	5	NA	NA
TCGA-HC-A76W	5	0	0
TCGA-HC-A76X	2	0	0
TCGA-HC-A8CY	3	0	0
TCGA-HC-A8D0	5	0	0
TCGA-HC-A8D1	3	0	0
TCGA-HC-A9TE	21	NA	NA
TCGA-HC-A9TH	6	NA	NA
TCGA-HI-7168	12	0	0
TCGA-HI-7169	0	NA	NA
TCGA-HI-7170	6	0.144906996994715	14.4906996994715
TCGA-HI-7171	11	0	0
TCGA-J4-8198	2	0	0
TCGA-J4-8200	4	0	0
TCGA-J4-A67K	7	NA	NA
TCGA-J4-A67L	6	NA	NA
TCGA-J4-A67M	16	NA	NA
TCGA-J4-A67N	11	NA	NA
TCGA-J4-A67O	0	NA	NA
TCGA-J4-A67R	4	NA	NA
TCGA-J4-A67S	13	NA	NA
TCGA-J4-A67T	0	0	0
TCGA-J4-A6G1	0	0	0
TCGA-J4-A6G3	7	0	0
TCGA-J4-A6M7	0	0	0
TCGA-J4-A83I	10	0.0784787319879133	7.84787319879133
TCGA-J4-A83J	15	NA	NA
TCGA-J4-A83K	4	0	0
TCGA-J4-A83L	3	NA	NA
TCGA-J4-A83M	0	0	0
TCGA-J4-A83N	8	0	0
TCGA-J4-AATV	0	NA	NA
TCGA-J4-AATZ	7	NA	NA
TCGA-J4-AAU2	0	NA	NA
TCGA-J9-A52B	15	0.197227474727977	19.7227474727977
TCGA-J9-A52C	5	NA	NA
TCGA-J9-A52E	13	NA	NA
TCGA-J9-A8CK	12	0	0
TCGA-J9-A8CL	15	0.220956287322954	22.0956287322954
TCGA-J9-A8CM	16	0.179122558492623	17.9122558492623
TCGA-J9-A8CN	9	0	0
TCGA-J9-A8CP	15	0	0
TCGA-KC-A4BL	2	0	0
TCGA-KC-A4BN	0	0	0
TCGA-KC-A4BO	0	NA	NA
TCGA-KC-A4BR	0	0	0
TCGA-KC-A4BV	14	0.126518089918973	12.6518089918973
TCGA-KC-A7F3	10	0	0
TCGA-KC-A7F5	39	NA	NA
TCGA-KC-A7F6	12	0	0
TCGA-KC-A7FA	9	0.0842934989874209	8.42934989874209
TCGA-KC-A7FD	3	0	0
TCGA-KK-A59V	10	NA	NA
TCGA-KK-A59X	14	0.0649929440566933	6.49929440566933
TCGA-KK-A59Y	8	0	0
TCGA-KK-A59Z	26	0.266180508993827	26.6180508993827
TCGA-KK-A6DY	8	0	0
TCGA-KK-A6E0	19	0	0
TCGA-KK-A6E1	21	0	0
TCGA-KK-A6E2	3	0	0
TCGA-KK-A6E3	0	NA	NA
TCGA-KK-A6E4	7	NA	NA
TCGA-KK-A6E5	20	0.0645128498029192	6.45128498029192
TCGA-KK-A6E6	32	0	0
TCGA-KK-A6E7	8	NA	NA
TCGA-KK-A6E8	13	NA	NA
TCGA-KK-A7AP	15	0	0
TCGA-KK-A7AQ	11	NA	NA
TCGA-KK-A7AU	12	0	0
TCGA-KK-A7AV	13	0	0
TCGA-KK-A7AW	8	NA	NA
TCGA-KK-A7AY	9	NA	NA
TCGA-KK-A7AZ	11	NA	NA
TCGA-KK-A7B0	13	NA	NA
TCGA-KK-A7B1	7	0	0
TCGA-KK-A7B2	0	NA	NA
TCGA-KK-A7B3	14	0	0
TCGA-KK-A7B4	14	0	0
TCGA-KK-A8I4	17	0	0
TCGA-KK-A8I5	12	0	0
TCGA-KK-A8I6	9	0	0
TCGA-KK-A8I7	9	NA	NA
TCGA-KK-A8I8	4	0	0
TCGA-KK-A8I9	16	0.178077945705893	17.8077945705893
TCGA-KK-A8IA	7	0	0
TCGA-KK-A8IB	16	0.112665807882983	11.2665807882983
TCGA-KK-A8IC	11	0	0
TCGA-KK-A8ID	5	0	0
TCGA-KK-A8IF	15	0	0
TCGA-KK-A8IG	6	0	0
TCGA-KK-A8IH	5	0.131371723509941	13.1371723509941
TCGA-KK-A8II	7	0	0
TCGA-KK-A8IJ	7	0	0
TCGA-KK-A8IK	18	0	0
TCGA-KK-A8IL	3	0	0
TCGA-KK-A8IM	9	NA	NA
TCGA-M7-A71Y	2	0	0
TCGA-M7-A71Z	3	NA	NA
TCGA-M7-A720	0	0	0
TCGA-M7-A721	17	0.259927839613356	25.9927839613356
TCGA-M7-A722	8	NA	NA
TCGA-M7-A723	0	NA	NA
TCGA-M7-A724	9	NA	NA
TCGA-M7-A725	6	0	0
TCGA-MG-AAMC	5	NA	NA
TCGA-QU-A6IL	7	NA	NA
TCGA-QU-A6IM	8	NA	NA
TCGA-QU-A6IN	6	NA	NA
TCGA-QU-A6IO	7	NA	NA
TCGA-QU-A6IP	6	0	0
TCGA-SU-A7E7	4	0.0940488540521189	9.40488540521189
TCGA-TK-A8OK	9	0	0
TCGA-TP-A8TT	7	NA	NA
TCGA-TP-A8TV	17	NA	NA
TCGA-V1-A8MF	9	0	0
TCGA-V1-A8MG	21	0	0
TCGA-V1-A8MJ	11	0	0
TCGA-V1-A8MK	0	NA	NA
TCGA-V1-A8ML	3	0	0
TCGA-V1-A8MM	10	NA	NA
TCGA-V1-A8MU	8	0	0
TCGA-V1-A8WL	3	0	0
TCGA-V1-A8WN	4	0	0
TCGA-V1-A8WS	10	0	0
TCGA-V1-A8WV	18	0.217314916843311	21.7314916843311
TCGA-V1-A8WW	14	0	0
TCGA-V1-A8X3	9	0	0
TCGA-V1-A9O5	18	NA	NA
TCGA-V1-A9O9	12	NA	NA
TCGA-V1-A9OA	15	NA	NA
TCGA-V1-A9OF	2	NA	NA
TCGA-V1-A9OH	10	NA	NA
TCGA-V1-A9OL	15	NA	NA
TCGA-V1-A9OQ	5	NA	NA
TCGA-V1-A9OT	8	NA	NA
TCGA-V1-A9OX	11	NA	NA
TCGA-V1-A9OY	6	NA	NA
TCGA-V1-A9Z7	13	NA	NA
TCGA-V1-A9Z8	7	NA	NA
TCGA-V1-A9Z9	12	NA	NA
TCGA-V1-A9ZG	1	NA	NA
TCGA-V1-A9ZI	3	NA	NA
TCGA-V1-A9ZK	18	NA	NA
TCGA-V1-A9ZR	13	NA	NA
TCGA-VN-A88K	12	0	0
TCGA-VN-A88L	17	0	0
TCGA-VN-A88M	2	NA	NA
TCGA-VN-A88N	3	0	0
TCGA-VN-A88O	8	0.0477510611324851	4.77510611324851
TCGA-VN-A88P	11	0.0833520254486763	8.33520254486763
TCGA-VN-A88Q	4	0	0
TCGA-VN-A88R	17	0.249860178142542	24.9860178142542
TCGA-VN-A943	5	NA	NA
TCGA-VP-A872	10	0	0
TCGA-VP-A875	17	0	0
TCGA-VP-A876	22	0	0
TCGA-VP-A878	20	0.132773716899797	13.2773716899797
